id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
7845,a,2021-03-26,2021-04-03,b
9196,f,2010-09-10,2010-09-19,g
5565,f,2012-07-14,2012-07-18,e
2554,g,2011-08-06,2011-08-24,j
5581c,d,2016-10-08,2016-10-10,f
2365,g,2010-01-24,2010-01-29,g
6103c,a,2019-02-10,2019-02-11,d
8745c,i,2017-03-22,2017-04-02,f
13725c,j,2021-11-15,2021-11-24,g
6998,d,2011-01-31,2011-02-09,h
4572c,b,2013-07-24,2013-07-25,i
10309c,g,2010-02-15,2010-02-22,c
1960,j,2011-04-29,2011-04-30,f
3241c,j,2021-02-09,2021-03-01,a
10823c,g,2015-05-08,2015-05-19,i
1732c,b,2019-01-23,2019-02-02,b
4793c,i,2015-08-19,2015-08-30,c
896c,h,2020-10-30,2020-11-07,g
922,b,2013-03-26,2013-04-01,c
7666c,i,2015-03-29,2015-04-14,g
5017c,b,2013-03-05,2013-03-07,a
8076,c,2011-08-25,2011-08-29,f
3175,a,2019-07-26,2019-08-13,g
1237c,h,2018-10-23,2018-10-31,h
4439,d,2011-11-09,2011-11-29,g
3866,h,2015-09-23,2015-10-07,b
5719,d,2021-01-20,2021-01-26,e
7430c,j,2021-02-11,2021-02-23,a
1561c,i,2019-05-06,2019-05-23,d
6697,c,2021-06-24,2021-07-04,g
2793c,c,2019-08-17,2019-09-02,d
382c,b,2014-12-07,2014-12-12,b
9192c,j,2018-12-08,2018-12-25,f
2601c,d,2015-05-27,2015-06-12,h
10450c,c,2020-10-19,2020-10-20,b
7482,h,2010-05-23,2010-06-06,h
8186,g,2018-09-01,2018-09-21,d
2128c,g,2022-02-07,2022-02-14,a
6014,i,2018-04-18,2018-04-28,j
12106c,f,2016-05-17,2016-05-26,e
285,h,2014-11-07,2014-11-27,h
10245c,g,2015-02-26,2015-03-02,e
7187,i,2010-10-04,2010-10-12,i
10911c,i,2016-10-16,2016-11-04,b
8912c,c,2021-01-11,2021-01-18,h
3510,j,2018-11-19,2018-12-02,g
241,a,2022-07-22,2022-07-28,c
1954,f,2019-02-16,2019-03-01,a
716c,c,2014-09-13,2014-09-30,h
12761c,g,2020-07-23,2020-07-31,b
2924c,h,2017-12-07,2017-12-19,c
8412c,d,2019-07-26,2019-08-07,a
9730,f,2020-11-22,2020-12-08,g
9036,c,2012-06-30,2012-07-03,b
5500,c,2022-10-02,2022-10-08,c
3789,j,2011-03-28,2011-04-08,g
3699,f,2016-04-04,2016-04-19,i
536c,f,2010-09-28,2010-10-01,c
4869,b,2013-06-05,2013-06-10,d
367c,b,2012-05-29,2012-06-16,d
392c,g,2014-09-02,2014-09-21,h
3343,b,2012-10-13,2012-10-18,j
9078c,b,2022-10-13,2022-10-29,g
13396c,h,2019-06-10,2019-06-14,d
7314,a,2018-12-21,2019-01-07,e
3858c,b,2019-04-09,2019-04-18,c
1484,f,2014-02-13,2014-03-05,c
4392,g,2018-11-03,2018-11-22,d
4328,g,2015-08-19,2015-08-20,j
5379,j,2021-11-11,2021-11-17,h
8674c,j,2011-04-02,2011-04-15,j
8550c,h,2021-05-13,2021-05-27,h
4940,f,2015-12-15,2015-12-19,e
4695,i,2012-03-10,2012-03-28,b
173,d,2019-11-10,2019-11-15,c
7537c,c,2020-11-05,2020-11-15,h
4990,j,2014-11-24,2014-12-04,a
11512c,g,2010-04-11,2010-04-18,f
2350c,f,2017-08-10,2017-08-12,c
13150c,d,2013-02-05,2013-02-13,e
188,i,2019-10-05,2019-10-07,i
4559c,f,2014-02-23,2014-03-10,c
14341c,j,2015-04-26,2015-05-14,c
4807c,i,2015-09-21,2015-10-09,e
8898c,a,2012-12-30,2013-01-19,h
6139c,f,2017-01-24,2017-02-09,i
13209c,h,2018-04-15,2018-04-24,e
5139c,b,2018-08-07,2018-08-18,a
5157c,c,2021-04-07,2021-04-11,d
3394c,e,2016-05-18,2016-06-01,i
14816c,c,2019-11-18,2019-11-27,e
4932,j,2020-11-11,2020-11-23,c
1292c,f,2019-06-08,2019-06-10,i
5961,a,2020-12-23,2021-01-07,d
2473c,e,2016-11-27,2016-12-07,a
3016c,b,2014-11-26,2014-12-01,d
7769,a,2020-12-06,2020-12-20,b
14564c,b,2012-04-24,2012-05-13,b
3601,j,2013-05-25,2013-05-26,d
3867c,e,2021-06-27,2021-07-13,c
14243c,b,2016-04-16,2016-04-24,e
6689c,a,2022-04-17,2022-05-02,a
7474c,b,2012-11-01,2012-11-04,i
7687c,i,2022-02-21,2022-03-03,j
6317,e,2012-06-01,2012-06-21,h
7843,j,2010-09-07,2010-09-24,i
12970c,h,2017-01-04,2017-01-10,e
10131c,e,2013-05-31,2013-06-04,i
11840c,d,2019-06-17,2019-07-05,g
380c,e,2020-04-08,2020-04-11,b
10378c,f,2017-10-20,2017-11-09,f
2280,f,2013-08-15,2013-08-23,d
176c,a,2015-09-04,2015-09-22,d
2667c,d,2010-03-14,2010-03-16,d
2802c,e,2018-07-29,2018-08-13,b
906,e,2020-10-06,2020-10-24,g
276,g,2016-12-29,2017-01-16,d
10845c,f,2015-11-20,2015-11-25,j
10685c,d,2016-01-13,2016-02-02,f
2396c,i,2014-04-21,2014-05-11,b
1697c,i,2010-12-18,2011-01-04,e
14881c,h,2011-06-10,2011-06-19,a
188,j,2020-10-10,2020-10-12,h
2593,h,2017-12-23,2018-01-04,h
1076c,j,2014-05-07,2014-05-13,a
3982,c,2020-03-31,2020-04-14,f
6256c,b,2014-06-25,2014-06-28,j
13148c,j,2015-04-13,2015-04-21,e
1999c,j,2012-05-27,2012-06-02,d
2478c,d,2012-08-19,2012-09-06,a
4546,b,2015-05-16,2015-05-21,b
7249c,f,2017-12-20,2017-12-31,e
12542c,d,2010-11-10,2010-11-20,a
2998c,d,2016-04-25,2016-05-02,c
5525c,b,2017-04-23,2017-04-25,h
7052,j,2015-07-26,2015-07-28,a
8946c,e,2011-11-01,2011-11-06,a
3362c,a,2021-02-13,2021-03-04,g
8104c,b,2020-06-12,2020-06-24,j
1398,b,2022-10-28,2022-11-08,g
11427c,c,2015-04-27,2015-04-29,g
10201c,a,2014-08-01,2014-08-21,j
6317c,j,2016-05-31,2016-06-04,h
6998c,e,2015-02-06,2015-02-16,e
11633c,g,2022-12-03,2022-12-22,b
2772,e,2016-11-20,2016-11-21,f
7971c,j,2017-08-08,2017-08-19,c
5244,b,2010-05-27,2010-06-06,d
4390c,h,2018-05-10,2018-05-16,c
3844,b,2021-08-15,2021-08-22,h
11050c,j,2019-04-26,2019-05-07,h
5968,e,2019-01-25,2019-02-06,a
7957c,g,2016-08-16,2016-09-05,i
4540c,h,2010-04-10,2010-04-12,g
11057c,e,2019-05-29,2019-06-04,d
6874c,b,2013-03-14,2013-03-26,j
12710c,g,2017-08-31,2017-09-14,c
2348,c,2017-08-11,2017-08-21,d
6897,e,2019-01-24,2019-02-08,e
4690,i,2016-03-05,2016-03-23,g
6340,g,2010-01-12,2010-01-27,c
10552c,f,2014-05-17,2014-05-31,h
3931,i,2020-08-06,2020-08-21,f
10867c,g,2018-05-30,2018-06-04,c
6248c,a,2022-08-21,2022-08-25,c
2715c,e,2016-08-30,2016-09-11,f
5545c,f,2010-05-20,2010-05-27,i
13036c,c,2020-08-13,2020-08-28,e
9096c,g,2012-11-10,2012-11-12,d
4597c,g,2021-01-06,2021-01-09,e
14069c,h,2019-08-27,2019-09-16,g
3442,b,2019-10-22,2019-10-24,a
3399,i,2017-03-15,2017-03-18,c
1945,f,2010-07-24,2010-08-06,h
10470c,b,2022-02-15,2022-02-19,f
7678,h,2011-07-14,2011-07-21,b
7726c,g,2019-10-12,2019-10-25,h
12525c,a,2010-05-03,2010-05-12,b
95c,e,2019-10-01,2019-10-18,d
10881c,a,2017-12-08,2017-12-19,g
1269,i,2012-06-16,2012-06-25,h
3775,h,2017-04-02,2017-04-16,f
5638c,c,2018-08-17,2018-08-27,i
10365c,a,2011-02-26,2011-03-07,i
3191c,g,2017-12-31,2018-01-14,d
5412c,g,2013-09-25,2013-10-05,e
7078,a,2013-07-07,2013-07-10,b
4502c,h,2020-08-13,2020-08-20,f
8089c,a,2019-04-01,2019-04-10,b
2239c,a,2014-08-04,2014-08-13,j
11725c,e,2018-06-03,2018-06-16,i
5084,c,2020-11-21,2020-12-06,g
9721,i,2013-07-13,2013-07-18,f
2819,i,2014-08-13,2014-08-20,i
6974,i,2011-09-02,2011-09-18,d
5732c,j,2022-05-24,2022-06-03,j
13791c,i,2013-12-05,2013-12-23,j
11905c,j,2019-12-13,2019-12-17,b
4180c,f,2019-08-04,2019-08-11,c
9966,a,2022-07-01,2022-07-13,e
5683c,e,2017-02-09,2017-03-01,j
9674c,c,2014-04-07,2014-04-23,g
1827,g,2011-11-12,2011-11-23,c
447c,g,2018-07-17,2018-08-05,i
3394,e,2020-07-09,2020-07-21,a
2129,g,2020-10-31,2020-11-01,e
5804,a,2021-11-07,2021-11-18,b
5124c,d,2011-10-23,2011-10-29,a
9848c,h,2020-05-12,2020-05-28,i
1852,i,2016-05-05,2016-05-23,d
1305,b,2016-09-30,2016-10-15,b
3636,c,2021-06-12,2021-06-30,j
979,i,2017-07-15,2017-08-03,b
6734c,e,2010-03-10,2010-03-16,i
3913c,j,2015-09-17,2015-09-21,e
282,g,2011-10-18,2011-11-05,f
9733,b,2021-01-10,2021-01-30,g
8387,d,2017-12-23,2017-12-25,j
9897,f,2022-11-21,2022-11-23,a
4319,b,2011-10-07,2011-10-13,a
6310c,e,2012-03-14,2012-03-18,b
11586c,b,2014-10-25,2014-10-29,b
134,c,2019-03-13,2019-03-30,h
2771c,h,2013-05-20,2013-05-21,a
12382c,h,2014-10-04,2014-10-06,a
11230c,j,2013-12-30,2014-01-12,e
7816,c,2012-12-01,2012-12-07,f
9180,h,2014-06-05,2014-06-14,j
7114c,b,2018-12-01,2018-12-06,j
10046c,c,2020-12-02,2020-12-04,e
475c,d,2022-10-06,2022-10-23,j
12675c,f,2019-07-02,2019-07-03,i
6366c,b,2012-11-21,2012-11-27,g
862c,h,2014-02-22,2014-03-05,b
232,i,2015-03-13,2015-03-14,i
2712,a,2017-05-18,2017-06-01,a
3504,i,2014-04-02,2014-04-16,g
5453c,j,2018-07-28,2018-08-14,h
558,h,2019-06-16,2019-07-03,g
1163,d,2019-07-25,2019-07-27,b
7531,i,2015-12-11,2015-12-24,i
2234,f,2013-04-11,2013-04-14,j
6269c,h,2011-05-18,2011-06-06,i
7908c,g,2020-06-03,2020-06-07,f
11128c,e,2012-01-05,2012-01-12,a
12980c,f,2017-04-19,2017-04-24,d
1184c,e,2014-05-28,2014-06-17,d
11149c,b,2015-05-03,2015-05-13,d
1430c,a,2015-01-26,2015-02-15,i
1335,a,2011-10-22,2011-11-06,j
11383c,h,2011-09-21,2011-09-24,h
668c,f,2022-06-08,2022-06-24,i
394c,c,2013-08-22,2013-08-25,b
14990c,c,2022-04-06,2022-04-12,i
4115c,a,2013-05-27,2013-06-11,c
6867,i,2020-08-29,2020-08-31,g
10490c,i,2020-03-10,2020-03-29,i
14461c,d,2018-02-18,2018-02-23,c
2569,a,2019-01-07,2019-01-09,a
8325c,i,2011-11-23,2011-12-05,f
1640,c,2014-04-18,2014-04-27,j
4592c,j,2014-11-29,2014-12-17,i
3725,j,2020-10-14,2020-10-18,e
6042c,f,2016-09-26,2016-10-16,a
5661,c,2022-07-21,2022-08-06,f
3191,i,2014-05-28,2014-06-02,g
11363c,f,2011-07-06,2011-07-17,e
8906,g,2022-11-06,2022-11-12,j
5776c,i,2013-07-13,2013-07-24,e
14827c,b,2014-09-07,2014-09-23,f
9383,f,2012-02-14,2012-03-05,i
7079,c,2018-11-07,2018-11-09,g
9910,g,2011-05-05,2011-05-08,g
5404,d,2020-02-02,2020-02-03,j
8655,c,2016-03-20,2016-03-24,i
3155,i,2010-07-04,2010-07-19,f
7929,d,2019-03-04,2019-03-09,g
6822c,j,2011-10-10,2011-10-30,d
5780,e,2019-03-29,2019-03-30,a
12386c,d,2017-04-17,2017-05-07,b
5789c,j,2012-04-23,2012-05-10,g
4660c,i,2022-12-23,2022-12-31,a
4767,j,2014-02-21,2014-03-13,b
1753,d,2020-11-28,2020-12-12,h
9491c,c,2015-06-17,2015-06-27,c
8697,j,2010-08-11,2010-08-16,b
3251c,c,2013-07-06,2013-07-17,d
1322c,e,2014-07-07,2014-07-09,c
3416c,b,2014-08-09,2014-08-23,c
3564,e,2012-10-03,2012-10-08,a
2703,i,2016-03-28,2016-04-15,b
3756c,c,2014-02-11,2014-02-14,e
6868c,c,2016-07-29,2016-08-10,f
14734c,b,2022-05-24,2022-06-07,b
847c,g,2010-04-13,2010-04-25,i
13202c,e,2016-02-27,2016-03-01,g
7170,h,2013-06-04,2013-06-18,c
7078,b,2021-08-19,2021-09-02,h
5717,e,2022-09-26,2022-09-28,h
9152c,d,2018-05-17,2018-05-27,f
5002,f,2014-01-27,2014-02-01,i
6872,e,2022-05-07,2022-05-11,e
8361c,b,2010-07-20,2010-08-06,c
4788c,e,2015-07-07,2015-07-14,b
6429,j,2019-11-27,2019-12-05,i
7297,c,2016-10-19,2016-11-02,e
7849,d,2010-04-24,2010-05-07,h
6924c,h,2016-01-06,2016-01-19,e
832,e,2021-07-20,2021-07-24,a
5825,j,2011-04-03,2011-04-13,i
9222,d,2012-06-18,2012-06-20,f
487c,i,2012-08-15,2012-09-02,g
800,j,2021-05-15,2021-05-20,a
8215c,d,2014-03-09,2014-03-29,a
3646c,d,2018-03-26,2018-03-29,e
7472c,b,2014-12-22,2015-01-06,i
70c,c,2018-07-14,2018-07-18,d
8787c,i,2013-08-12,2013-08-24,f
2082c,a,2022-05-04,2022-05-24,h
9694,h,2015-08-18,2015-09-07,h
10376c,h,2017-08-27,2017-09-14,h
5844c,i,2021-04-04,2021-04-22,g
6152c,g,2017-10-02,2017-10-18,d
6631c,d,2014-03-03,2014-03-23,a
3003c,e,2019-05-16,2019-05-17,a
1688,d,2015-06-12,2015-06-21,b
10338c,a,2022-04-23,2022-05-01,d
6204,i,2015-03-02,2015-03-12,i
6297,e,2013-05-07,2013-05-15,c
7316,d,2018-12-27,2019-01-08,c
7779,e,2021-11-13,2021-11-18,g
8791c,j,2013-07-21,2013-08-03,a
6199,j,2022-04-12,2022-04-26,h
8338,c,2012-04-04,2012-04-09,e
5775,f,2011-03-31,2011-04-05,g
1225c,c,2020-08-15,2020-08-20,g
4426c,g,2021-01-20,2021-02-06,c
2607c,d,2011-10-27,2011-11-12,g
5407,c,2014-08-18,2014-08-29,d
10085c,b,2016-07-22,2016-07-28,d
13709c,c,2015-11-18,2015-11-22,g
7476c,i,2016-01-05,2016-01-08,i
8617c,b,2012-08-08,2012-08-17,a
1063,a,2016-01-20,2016-01-31,i
11432c,i,2020-12-03,2020-12-17,b
2494,g,2015-03-05,2015-03-11,j
6473,j,2016-08-25,2016-09-05,g
14689c,b,2012-09-28,2012-10-11,b
2976c,i,2012-04-26,2012-04-27,b
6477,b,2012-07-20,2012-07-27,b
12342c,e,2017-02-28,2017-03-18,f
7632,a,2022-07-31,2022-08-01,i
1617,b,2011-07-19,2011-08-04,i
6223c,i,2012-06-29,2012-07-02,c
12137c,d,2012-01-26,2012-02-10,f
6282c,g,2014-12-21,2014-12-26,j
3708,e,2018-01-01,2018-01-05,d
8644,g,2019-02-21,2019-03-13,e
6095,b,2019-04-07,2019-04-19,b
7004c,j,2015-12-21,2015-12-30,g
5441c,e,2012-04-14,2012-04-27,b
10890c,f,2015-11-23,2015-12-03,h
721c,a,2016-07-31,2016-08-08,i
2703c,e,2011-10-02,2011-10-05,g
3951c,i,2010-02-01,2010-02-11,e
6570c,b,2017-11-26,2017-11-29,g
3867,i,2019-01-03,2019-01-23,d
275,h,2022-12-08,2022-12-17,b
538c,h,2019-03-15,2019-04-01,a
4426c,f,2016-11-01,2016-11-19,j
10011c,j,2016-07-18,2016-08-04,f
1978,j,2021-08-23,2021-08-25,f
5419c,g,2014-05-24,2014-05-28,e
4855c,g,2013-04-24,2013-05-01,a
1471c,j,2022-10-23,2022-11-11,c
1594,e,2021-12-20,2021-12-21,f
3420,b,2014-12-22,2015-01-08,h
282,f,2021-07-06,2021-07-25,g
870c,a,2016-05-05,2016-05-15,j
5584c,g,2017-10-13,2017-10-24,e
9609c,c,2021-07-17,2021-07-19,a
2385c,f,2020-08-19,2020-09-05,g
3051,b,2020-04-11,2020-04-13,d
9741,i,2022-11-13,2022-11-21,j
4450c,c,2022-10-07,2022-10-10,c
11489c,b,2021-10-16,2021-10-28,j
525c,g,2012-03-30,2012-04-14,e
806c,h,2011-07-30,2011-08-08,f
5283c,e,2015-06-03,2015-06-16,e
1080c,g,2015-02-13,2015-02-21,c
8150c,e,2011-10-07,2011-10-19,i
3790c,d,2021-08-30,2021-09-06,h
304c,b,2019-05-08,2019-05-13,b
7910c,h,2015-03-23,2015-04-11,g
5830,g,2021-09-26,2021-10-06,h
11976c,i,2013-11-05,2013-11-21,f
9258,a,2022-03-20,2022-03-26,c
1073,a,2016-07-06,2016-07-07,f
7628,c,2010-07-29,2010-08-14,b
12850c,i,2017-07-06,2017-07-16,f
7316,d,2011-09-08,2011-09-24,d
14568c,j,2021-03-07,2021-03-21,j
1355,g,2015-01-26,2015-01-30,e
2224c,c,2022-11-02,2022-11-12,j
1360c,h,2012-08-29,2012-08-31,i
4901c,f,2012-12-10,2012-12-15,i
2377c,a,2012-09-16,2012-09-27,a
3287c,e,2018-01-11,2018-01-16,c
5137,j,2012-10-12,2012-10-26,f
4556,e,2010-12-29,2011-01-11,d
12721c,c,2011-04-08,2011-04-13,i
1893,d,2018-07-15,2018-07-23,b
5419,c,2011-01-07,2011-01-22,c
3563,h,2018-05-30,2018-06-17,e
10857c,b,2011-07-30,2011-08-08,j
4313,i,2012-05-19,2012-05-30,j
12973c,d,2011-08-14,2011-08-17,b
6620,h,2018-05-21,2018-06-10,e
9333c,j,2014-09-03,2014-09-23,d
4358c,f,2019-03-17,2019-04-01,i
9456,d,2013-09-28,2013-10-10,h
5773c,c,2014-04-08,2014-04-25,d
9165,d,2020-03-05,2020-03-24,i
4740,a,2010-09-30,2010-10-16,i
8538,h,2021-01-18,2021-02-07,i
4860,d,2013-08-15,2013-08-27,b
12129c,a,2019-06-11,2019-06-28,a
5495c,g,2022-11-10,2022-11-27,c
7689c,a,2010-01-26,2010-02-05,a
4686c,g,2019-01-18,2019-01-26,c
5135,j,2018-11-14,2018-11-20,a
2230,d,2016-12-30,2017-01-16,d
6490c,b,2016-05-29,2016-06-13,b
7649,c,2012-08-04,2012-08-17,b
5460c,j,2018-05-31,2018-06-11,g
10314c,i,2012-02-08,2012-02-26,i
8073,f,2019-09-06,2019-09-14,d
312,a,2010-03-26,2010-03-28,i
1889,g,2015-09-18,2015-10-03,j
3831,g,2020-11-27,2020-11-29,d
14936c,j,2018-10-07,2018-10-11,d
1606c,f,2011-10-21,2011-10-30,f
3556,e,2021-07-24,2021-08-10,g
9895,h,2010-02-01,2010-02-09,c
2135c,j,2019-05-13,2019-05-17,c
2174,c,2019-11-10,2019-11-13,c
3436,g,2013-11-07,2013-11-10,f
7827,g,2018-05-31,2018-06-05,c
337,f,2022-08-06,2022-08-18,c
4141c,g,2022-08-07,2022-08-14,g
1957,i,2021-12-27,2022-01-02,e
3932,e,2022-09-13,2022-09-28,e
801c,j,2016-04-02,2016-04-11,e
4015c,j,2021-09-20,2021-10-04,b
3687c,i,2010-10-23,2010-10-25,b
5650,f,2021-11-07,2021-11-17,d
9864,i,2015-12-27,2016-01-15,h
1582,j,2019-01-16,2019-02-03,d
5018c,b,2020-11-17,2020-12-05,d
9691c,j,2021-12-17,2022-01-06,c
12462c,e,2012-03-27,2012-04-04,c
6618c,j,2022-03-22,2022-04-01,e
3942,c,2021-08-22,2021-08-23,i
454,e,2011-08-21,2011-08-29,h
4699c,h,2020-03-21,2020-03-23,e
4866c,e,2020-01-21,2020-01-29,i
2304c,h,2011-11-09,2011-11-22,i
11211c,j,2019-11-29,2019-12-16,c
4576,j,2016-06-13,2016-06-21,a
13716c,f,2020-02-10,2020-02-20,f
7780c,c,2020-08-13,2020-08-24,f
4893,c,2011-09-13,2011-09-17,h
11650c,h,2020-04-13,2020-04-29,f
1016,i,2018-04-09,2018-04-18,f
6016,j,2014-12-25,2015-01-04,g
2939,c,2018-06-06,2018-06-20,a
2281,g,2010-07-07,2010-07-10,f
4630c,h,2022-05-24,2022-05-25,c
6820c,j,2015-08-25,2015-08-26,g
13035c,g,2011-10-30,2011-10-31,e
1423c,e,2013-08-17,2013-09-04,g
2134,j,2019-06-08,2019-06-21,i
5470c,d,2021-11-09,2021-11-23,j
3480c,a,2016-05-19,2016-06-03,j
9694c,d,2010-11-17,2010-11-24,e
412,g,2012-12-26,2012-12-29,c
1388c,d,2019-12-21,2020-01-01,b
3707,j,2012-11-27,2012-12-01,a
3585c,g,2012-12-09,2012-12-26,d
6065,h,2019-07-26,2019-08-07,e
9917,g,2015-09-20,2015-09-25,c
8810,e,2014-10-19,2014-10-29,h
4827,f,2015-11-15,2015-11-21,i
10897c,j,2019-02-04,2019-02-14,e
12811c,j,2014-07-22,2014-07-23,e
1945c,e,2021-09-19,2021-09-20,h
6339c,d,2012-05-10,2012-05-25,h
2351,a,2013-03-18,2013-03-24,e
6353c,b,2020-02-03,2020-02-20,d
9406c,c,2014-06-08,2014-06-15,b
14039c,i,2010-10-11,2010-10-16,h
8743,f,2018-10-18,2018-10-26,j
5251,b,2022-05-13,2022-05-23,h
5478,i,2012-10-20,2012-11-09,a
4714,f,2015-06-11,2015-06-27,e
1812,e,2019-12-11,2019-12-13,h
1971c,h,2010-08-23,2010-08-30,c
5129,g,2016-04-28,2016-05-14,d
3580c,d,2020-11-01,2020-11-21,a
3579c,d,2019-05-02,2019-05-20,j
1197,b,2010-11-11,2010-11-26,g
4893,e,2010-07-23,2010-07-27,j
66,f,2010-12-30,2010-12-31,h
6223c,e,2018-11-28,2018-12-10,d
7648,b,2022-05-01,2022-05-03,a
9093c,f,2015-09-18,2015-09-22,g
6990,f,2016-01-02,2016-01-06,a
8685,c,2021-06-10,2021-06-13,a
9764c,j,2019-07-10,2019-07-25,c
13410c,g,2014-11-19,2014-12-07,g
10234c,f,2019-10-30,2019-11-11,e
11601c,j,2017-08-05,2017-08-13,i
3564,b,2018-11-20,2018-11-27,d
5893c,j,2010-01-23,2010-02-10,a
8185c,e,2016-07-28,2016-08-04,g
1994,c,2022-08-13,2022-08-23,h
8515c,j,2012-11-28,2012-12-16,a
7260,a,2013-10-26,2013-11-10,h
2915c,c,2015-04-07,2015-04-19,c
12836c,e,2017-07-14,2017-07-16,d
6715,j,2013-05-09,2013-05-16,h
875,c,2014-12-24,2014-12-28,d
4135c,b,2012-07-16,2012-07-31,a
6176,e,2020-08-20,2020-08-31,j
8108c,e,2012-08-27,2012-09-06,f
1761,d,2017-07-24,2017-08-01,d
1925c,g,2020-03-30,2020-04-01,b
2248c,g,2015-03-30,2015-04-04,a
9796c,d,2017-07-19,2017-07-24,i
7450,j,2017-09-10,2017-09-26,c
9149,a,2011-05-02,2011-05-16,h
7491,j,2020-10-25,2020-11-03,f
13309c,b,2021-11-01,2021-11-05,g
11607c,c,2011-11-13,2011-11-18,j
7210,b,2013-06-16,2013-06-30,g
1585c,j,2019-12-20,2020-01-03,d
4034,c,2013-11-22,2013-11-29,d
9986,d,2013-07-12,2013-08-01,d
379c,a,2016-08-16,2016-08-20,f
5128c,d,2012-05-25,2012-06-04,b
6607,c,2019-10-22,2019-11-05,i
5689,b,2021-05-21,2021-05-24,e
13469c,d,2018-08-06,2018-08-23,c
10837c,f,2018-10-25,2018-11-07,d
6613,h,2017-07-13,2017-07-31,i
9214c,c,2018-11-01,2018-11-08,i
6208c,i,2016-11-07,2016-11-15,h
3290c,c,2019-02-19,2019-03-11,b
3473,e,2020-09-16,2020-10-03,j
6699,h,2021-12-28,2022-01-04,b
7246c,b,2014-03-20,2014-04-09,j
528,d,2012-08-19,2012-08-23,g
12261c,h,2013-02-21,2013-03-13,b
8320c,i,2011-07-14,2011-08-03,i
9455,b,2012-11-04,2012-11-19,h
2914,f,2017-06-18,2017-06-26,d
2142,h,2019-08-16,2019-09-04,i
10232c,b,2018-04-13,2018-04-24,e
2286,c,2016-09-12,2016-10-02,i
4048c,a,2016-07-09,2016-07-16,c
14527c,b,2012-07-17,2012-07-20,g
3287c,a,2012-12-29,2013-01-16,c
3497,h,2016-04-17,2016-04-24,d
6975,c,2020-01-03,2020-01-05,g
12855c,i,2021-11-26,2021-12-03,d
6419,j,2010-01-25,2010-01-28,j
3625,a,2016-12-28,2017-01-08,j
10125c,f,2012-12-14,2012-12-31,e
14251c,i,2012-02-12,2012-02-22,f
14355c,e,2011-05-11,2011-05-20,d
5114c,d,2018-03-28,2018-04-07,b
288,e,2019-12-03,2019-12-06,d
7957c,f,2017-02-26,2017-03-07,i
10440c,a,2012-11-23,2012-12-13,e
8608c,e,2021-02-28,2021-03-19,h
5409,g,2011-08-17,2011-08-30,h
7600,f,2013-11-28,2013-12-08,a
8783c,j,2022-12-28,2023-01-14,h
7767c,h,2010-06-26,2010-07-13,d
238,j,2012-06-12,2012-06-26,h
6763,j,2011-06-17,2011-07-04,i
6904c,i,2011-12-06,2011-12-19,e
5899,f,2021-02-03,2021-02-10,b
13211c,f,2013-11-12,2013-11-25,g
4565,f,2020-03-25,2020-03-26,i
10836c,c,2018-01-13,2018-01-19,a
7982c,c,2011-08-09,2011-08-26,d
8562c,a,2010-03-09,2010-03-20,j
6015c,c,2018-09-16,2018-10-02,d
7913c,i,2012-06-01,2012-06-02,g
6111,g,2013-10-10,2013-10-30,j
59,h,2016-12-10,2016-12-26,d
13056c,c,2021-01-19,2021-01-24,j
1623,j,2010-10-02,2010-10-17,g
4099,i,2016-04-06,2016-04-09,g
7696c,c,2018-11-06,2018-11-18,d
9683,e,2021-10-26,2021-10-29,h
348c,h,2010-10-07,2010-10-17,g
6786c,c,2017-08-08,2017-08-13,i
1057c,a,2014-07-27,2014-07-30,c
1973,j,2012-12-07,2012-12-11,c
7217,a,2022-04-22,2022-05-09,b
13480c,i,2010-01-22,2010-02-07,j
9944c,b,2013-11-30,2013-12-08,b
1922c,i,2017-06-07,2017-06-18,j
3407,j,2011-07-02,2011-07-05,j
10623c,g,2012-07-25,2012-08-05,f
13384c,c,2015-10-20,2015-11-02,e
8151c,c,2014-03-15,2014-03-20,j
3108c,f,2010-11-08,2010-11-28,a
5152c,a,2020-01-05,2020-01-07,g
5030c,j,2020-12-09,2020-12-15,h
8932,b,2011-08-07,2011-08-27,j
2846,i,2016-05-25,2016-06-06,e
3274c,f,2013-09-29,2013-10-16,g
5026,d,2011-12-26,2012-01-13,c
6759,g,2015-10-04,2015-10-18,g
6602,j,2012-10-06,2012-10-25,d
3792c,c,2012-04-04,2012-04-08,g
1015,c,2019-03-12,2019-03-13,i
12137c,f,2011-06-04,2011-06-20,f
10093c,a,2021-11-18,2021-11-30,f
7265,b,2019-04-03,2019-04-08,e
5973c,d,2010-12-04,2010-12-07,h
13744c,e,2016-11-05,2016-11-23,f
5962c,a,2015-02-25,2015-02-28,g
11904c,e,2017-12-18,2018-01-06,j
3259c,e,2020-11-14,2020-11-15,j
8704,f,2010-03-22,2010-03-31,f
615c,g,2010-05-20,2010-06-09,e
4436c,j,2014-03-30,2014-04-19,h
4925c,j,2010-08-08,2010-08-20,g
14658c,h,2022-06-28,2022-07-01,f
12108c,e,2014-10-19,2014-11-06,f
3983,b,2014-05-31,2014-06-11,c
1788,j,2016-02-18,2016-03-06,a
8516c,b,2014-10-25,2014-10-28,d
3101,b,2010-10-19,2010-10-29,h
1651,a,2016-08-29,2016-09-10,h
