id_hcn,site,CIN_SEQ,REASON_CO_OPENED_DESC,DATE_OPENED
14543c,c,j,d,2012-02-07
3657,d,d,b,2018-05-18
5067c,g,f,j,2014-06-04
8848c,b,b,c,2019-09-25
4214c,a,j,c,2017-01-19
12630c,c,j,j,2022-05-03
1972,j,e,d,2022-06-27
7129c,f,a,i,2016-09-24
5151c,f,e,d,2013-12-16
11363c,d,i,d,2011-05-22
5154,i,f,g,2021-07-16
11170c,d,h,a,2013-11-26
2607c,j,g,b,2021-04-15
7212,g,a,h,2012-01-01
4716,i,e,c,2015-06-20
4286c,e,c,b,2010-02-13
12536c,g,d,h,2021-08-30
2208c,b,i,j,2014-03-27
8477,d,d,f,2019-04-30
2445,b,c,c,2013-07-07
1319,c,a,c,2014-12-14
143,c,a,d,2012-02-21
380,j,a,i,2022-12-27
822,i,g,h,2014-09-30
10145c,e,h,d,2017-02-16
6005c,h,a,e,2012-06-19
11193c,j,h,j,2018-10-14
710,d,i,i,2013-12-20
2432c,d,b,i,2018-10-26
2749,i,a,d,2015-05-11
12393c,g,d,j,2019-07-04
10985c,d,g,a,2020-01-11
7808c,b,h,b,2022-11-28
5993,h,i,b,2018-02-23
3112c,j,e,c,2019-10-20
9568c,f,d,i,2011-07-14
11003c,i,b,j,2020-01-19
1665,d,f,h,2019-01-10
4226,e,j,b,2013-07-12
7052,b,b,i,2014-04-30
4625,d,d,c,2013-10-13
3066c,d,d,g,2013-09-20
8548,b,e,c,2013-07-29
500,d,d,f,2018-05-11
5646,i,c,h,2021-05-09
4024,f,d,a,2016-02-14
6292c,g,b,c,2010-05-16
6517c,c,j,h,2014-03-31
9661,a,a,i,2010-01-28
4828,h,b,i,2020-11-11
6009c,b,j,i,2016-09-06
8060,d,g,d,2012-07-12
4761,a,e,a,2017-01-16
2710,j,b,j,2010-05-04
1330,j,c,e,2018-10-06
302,i,a,f,2018-12-09
11886c,g,e,j,2010-04-07
10084c,c,c,e,2010-05-11
3638,d,a,h,2011-10-01
12763c,f,g,f,2022-06-11
6012c,i,e,d,2019-10-12
2717c,h,f,b,2018-08-11
6686c,a,e,e,2016-09-14
3594c,d,g,j,2016-09-03
13036c,g,j,a,2016-03-16
1560,d,i,b,2015-09-24
6474c,j,i,b,2017-12-20
10289c,j,a,h,2018-03-30
5290c,i,e,g,2019-10-12
693,a,f,a,2012-10-13
6269c,i,h,g,2015-11-10
4185c,j,e,h,2022-07-01
8536,h,a,j,2012-10-13
3478,j,i,e,2014-11-21
6505c,f,a,a,2019-05-15
4430c,d,b,f,2016-12-01
7570,h,a,d,2015-05-07
4581,d,i,h,2010-10-01
3228,h,f,b,2010-08-27
525c,f,c,f,2016-10-28
364c,d,i,d,2015-09-29
7067c,a,i,d,2015-06-02
3629c,b,i,j,2021-10-06
14323c,f,b,c,2015-03-06
8448,f,c,f,2018-10-22
9217c,g,h,d,2019-04-22
3068c,i,j,d,2020-07-08
9909c,e,i,g,2010-12-25
1290,g,a,d,2011-02-05
6144c,b,f,g,2013-03-09
14789c,c,e,d,2021-04-17
13623c,i,j,i,2014-03-31
3136,f,j,d,2010-08-27
7339,g,g,d,2016-07-05
5387,i,f,g,2012-04-12
9011c,b,h,f,2017-01-13
2246c,c,e,h,2015-03-29
13662c,f,d,f,2017-12-03
482,g,j,h,2018-12-05
3764,e,b,c,2020-05-01
13814c,f,e,a,2015-01-28
2747,e,c,d,2019-08-25
8250,i,h,c,2018-04-21
2384,g,a,f,2013-11-02
4163c,i,b,g,2014-10-04
5331c,f,f,c,2018-06-30
1841c,a,d,g,2021-10-04
4225,f,j,a,2016-04-11
627,g,b,f,2018-02-21
2847,b,i,b,2016-11-07
1658,c,i,g,2018-08-13
8101c,j,a,j,2020-04-02
12689c,i,a,f,2016-09-22
12684c,d,b,a,2013-12-17
22,b,c,a,2011-03-11
3255c,f,f,e,2018-09-07
4493,e,e,j,2021-07-23
6024c,d,d,h,2019-11-10
14299c,e,h,a,2018-06-02
5772,i,f,e,2020-11-03
10601c,g,e,i,2022-03-14
281,a,f,a,2018-01-25
614c,j,j,b,2020-06-14
6601c,c,h,i,2016-07-29
1543,g,g,j,2017-01-07
7303c,a,a,a,2021-03-04
9810,a,f,f,2015-07-13
11848c,c,g,d,2011-12-15
2721,e,f,d,2015-04-24
411c,h,b,a,2016-10-26
2381c,f,i,e,2019-09-01
3470,c,e,f,2018-03-16
7549,j,g,h,2020-05-19
8096,h,a,g,2022-10-30
12630c,i,d,j,2021-07-29
5824,c,g,g,2010-04-29
1899,a,e,c,2015-01-04
9056c,d,d,b,2012-10-12
10581c,d,g,b,2012-03-04
7075c,g,g,f,2017-01-18
12344c,a,b,a,2021-01-14
4895,c,h,h,2022-07-26
7377c,a,e,f,2012-03-25
5787c,a,f,i,2021-02-26
1528,g,j,b,2022-04-29
851,b,g,f,2020-02-23
7569c,b,a,f,2017-08-14
1855c,g,j,d,2022-04-17
4666,c,j,b,2016-06-23
2150c,j,h,i,2017-02-22
4300c,e,h,a,2019-09-13
2003c,a,d,h,2017-03-07
2699,f,e,e,2011-12-06
7234,f,e,b,2017-08-05
2063,d,b,d,2022-09-08
10079c,a,d,h,2018-10-27
5159c,f,d,g,2018-11-10
9977,b,g,e,2018-11-02
3264,g,f,b,2010-11-27
6031c,a,e,c,2010-04-18
1111,e,c,d,2015-11-24
6812,h,f,e,2011-12-10
9007,h,g,b,2013-03-16
8146c,e,h,c,2014-04-25
14565c,b,i,g,2013-09-12
5581,i,j,h,2014-09-03
2750,b,i,h,2012-02-11
9202c,g,e,d,2011-02-27
1589c,j,c,a,2022-01-31
2510c,d,i,f,2010-06-03
13902c,j,f,c,2011-10-14
3974c,d,f,g,2012-12-19
13526c,j,j,c,2016-02-21
8761,i,b,g,2011-10-10
7728,j,d,h,2010-07-26
2622,c,c,c,2014-10-31
2116,a,f,j,2016-07-05
833c,j,d,b,2014-10-28
1506,b,f,e,2012-09-09
4302,h,j,e,2015-09-04
7188c,e,e,d,2017-12-30
13935c,d,c,e,2020-10-03
5972,h,i,a,2022-10-08
6012c,c,j,a,2015-02-25
685,g,a,h,2018-08-04
814,c,f,a,2010-08-07
9095,f,d,d,2015-09-12
5626c,c,d,g,2013-05-04
4316c,j,b,i,2018-12-20
8950c,j,f,d,2010-12-21
12624c,e,h,b,2020-03-30
13826c,i,j,i,2011-08-30
13978c,g,e,f,2011-10-28
1246,d,a,i,2010-06-23
4811c,g,j,b,2016-10-16
12584c,e,h,c,2021-06-28
7634,c,e,h,2011-08-17
2554c,a,e,h,2017-04-08
911c,g,d,i,2010-12-21
7140,i,f,j,2020-05-09
1051,c,h,d,2015-01-06
2379c,g,i,i,2013-05-19
2020,j,i,f,2018-05-10
9118c,j,g,b,2021-02-14
6733,h,e,g,2011-07-29
9897,f,j,j,2018-10-14
3079c,f,j,b,2015-05-14
12674c,j,d,g,2020-02-02
7669c,b,h,a,2016-07-18
3279,i,j,h,2010-02-19
7614c,c,g,b,2010-07-08
9972,b,b,b,2017-05-21
14421c,g,e,b,2015-09-16
13619c,f,i,i,2020-07-15
9781c,f,b,f,2017-01-30
7647,c,e,a,2022-10-21
4664c,d,a,i,2016-04-29
8625,b,e,d,2017-02-14
11524c,f,f,g,2018-08-06
1917c,b,d,a,2011-06-12
7971c,e,j,j,2021-07-30
9102,e,b,i,2022-12-28
9621,h,b,d,2012-11-30
2468c,j,c,h,2011-08-03
9292,a,i,d,2018-05-27
11503c,a,i,f,2019-03-28
2233,a,j,c,2013-06-17
248c,g,j,d,2011-11-13
7173c,a,b,g,2011-02-25
3945c,d,d,e,2017-04-02
710c,e,j,e,2013-06-03
4175,b,d,h,2011-09-09
1066c,g,e,a,2019-05-10
5290c,j,f,d,2017-06-16
4889,e,j,i,2020-10-21
8352,j,g,g,2019-04-05
32c,e,c,d,2020-09-19
14770c,a,a,i,2020-11-03
4855,j,j,c,2013-10-04
2574,c,i,d,2019-10-09
10423c,g,i,j,2014-06-06
4886,c,g,a,2015-02-26
7638,h,h,e,2018-05-03
9334,b,j,a,2020-12-30
12095c,a,g,g,2012-03-24
4863c,b,b,g,2015-09-26
3229,b,b,i,2021-01-23
2659,d,b,i,2019-12-03
3619,f,a,b,2020-04-27
3093,j,f,e,2018-11-05
10898c,h,d,c,2016-10-13
9237c,f,i,c,2022-01-29
108,g,e,e,2019-09-10
4726,e,e,i,2022-03-24
78,a,e,d,2017-04-25
118c,b,h,g,2014-02-02
4477,h,a,a,2018-07-04
10521c,c,h,c,2012-07-17
4454,h,g,g,2013-12-24
6077,a,a,d,2015-04-28
11,b,j,c,2015-01-16
4369,a,e,e,2016-12-27
12512c,b,e,a,2012-11-07
10045c,i,a,c,2012-11-15
1792,e,a,c,2010-11-19
3681,j,f,j,2022-10-01
1588,e,i,j,2010-10-05
5282c,b,h,c,2019-11-10
9,b,g,h,2022-01-21
6317,a,e,b,2012-10-20
291,b,a,i,2020-06-19
4308c,h,e,b,2022-09-18
1462c,c,c,d,2016-10-09
9342c,d,c,a,2011-01-07
13833c,h,d,c,2018-11-12
6253c,b,e,d,2012-08-16
12716c,d,c,f,2014-03-05
1394c,c,h,g,2016-03-24
2253,c,h,f,2016-08-22
9718c,a,d,h,2015-04-01
3643c,f,i,a,2020-04-01
1526c,e,a,e,2014-08-06
575c,j,f,a,2020-08-16
14247c,e,b,f,2013-11-24
7135c,h,e,b,2015-01-10
544,c,i,f,2016-10-09
534c,g,e,j,2017-10-16
3263,d,a,d,2015-08-16
2042,h,c,f,2017-09-26
1502,e,i,a,2022-05-06
6328,e,e,c,2019-03-23
2058c,h,b,j,2022-11-20
3165,a,a,d,2014-04-26
11222c,i,f,f,2016-09-01
34c,g,i,a,2011-11-27
7194c,f,a,f,2012-08-13
1739,e,d,a,2019-10-22
3934,h,f,c,2021-03-28
7083c,a,d,d,2020-11-18
14551c,e,h,j,2018-12-26
2850c,a,d,d,2012-04-10
7264,f,i,h,2015-08-28
14669c,b,a,f,2022-01-07
2472,b,b,i,2015-12-20
14374c,j,h,j,2014-03-21
4105,h,e,b,2014-03-17
4217c,b,e,c,2020-07-07
6657,f,b,a,2014-09-09
12875c,e,e,b,2011-10-10
8674c,b,d,f,2013-04-10
2767c,d,j,a,2011-07-04
1651,i,i,e,2020-03-01
2461c,d,f,a,2018-07-17
10510c,d,i,h,2022-09-22
3746,d,d,c,2014-03-10
6650c,a,g,h,2011-12-28
1205c,j,a,h,2016-03-10
3996c,h,g,h,2022-01-01
4168,j,e,g,2019-09-05
867c,f,c,c,2020-09-02
13735c,j,h,f,2020-11-18
4541,f,g,b,2014-08-21
1193c,d,f,j,2016-06-19
7129c,a,i,d,2022-11-02
5088c,a,j,d,2015-12-22
1006,g,h,a,2020-05-04
11941c,e,b,c,2013-08-22
11526c,f,e,e,2022-08-20
3727c,e,a,b,2018-01-20
1502c,b,c,f,2010-03-06
10623c,h,a,b,2018-04-15
7464,c,a,i,2011-07-25
1300,a,d,f,2010-03-16
8967c,g,i,h,2011-09-17
111c,a,c,c,2016-04-22
4956c,j,c,e,2012-04-08
7957c,a,i,e,2013-08-31
3771c,j,i,b,2010-05-17
1404c,a,d,j,2017-07-17
6332,j,d,j,2022-07-15
7403,e,e,b,2021-01-17
2720,d,j,h,2011-06-20
13601c,i,e,d,2019-07-17
6646,f,e,i,2012-08-09
9010,e,a,f,2014-11-17
1429,c,g,e,2012-06-02
5739,h,e,b,2020-12-01
4146c,i,e,c,2018-05-10
11197c,i,f,g,2022-02-22
7723c,j,a,h,2022-02-03
3738,c,e,g,2018-10-07
5647,a,e,d,2018-09-18
5165c,g,c,g,2022-03-23
5079c,h,e,a,2019-08-03
4943c,h,h,c,2015-07-12
4818c,j,a,e,2018-07-22
13372c,e,e,c,2013-05-06
8900,i,e,d,2020-07-05
14683c,e,f,a,2020-02-07
5920c,f,d,j,2020-07-25
9636c,i,d,d,2012-02-06
9830c,f,c,a,2015-07-09
8675c,j,j,b,2015-09-23
8551,g,a,d,2010-12-15
3781,h,b,d,2019-08-22
9933c,a,b,e,2022-04-24
1919c,g,i,e,2015-09-23
5945c,f,b,c,2016-07-04
11874c,e,d,a,2012-05-12
5476c,j,i,b,2014-02-02
6499c,f,d,g,2021-06-28
12937c,j,c,c,2020-02-03
11873c,a,g,h,2010-06-30
5920c,j,c,c,2011-10-04
11404c,f,d,e,2013-11-06
1384,c,b,h,2022-04-05
9276,c,g,g,2015-09-07
3534c,e,b,i,2014-12-19
3449c,a,b,c,2010-03-09
261,d,h,f,2022-03-30
8304c,b,a,i,2015-02-07
9660,d,g,a,2017-06-09
13723c,j,a,j,2019-07-28
9954c,e,c,a,2011-08-13
9575c,g,c,f,2018-03-23
4206c,g,a,a,2010-07-14
8492c,j,j,a,2010-03-25
6258,f,g,c,2013-07-22
14640c,d,f,b,2022-11-15
409,j,f,g,2014-09-22
4394c,e,h,h,2011-07-22
2337c,b,c,d,2012-05-31
8836,i,f,d,2021-11-06
4575c,b,e,a,2022-02-21
12980c,d,a,e,2021-01-03
5663,g,i,d,2013-03-22
14784c,h,j,j,2020-07-31
14377c,i,g,d,2010-12-03
2725,c,e,f,2011-10-20
5999,a,i,e,2021-11-05
5043,f,h,b,2019-01-02
5093,f,g,c,2016-08-12
14538c,g,h,h,2016-10-25
2942c,e,a,b,2020-03-18
1870,f,f,j,2010-04-15
834c,a,b,b,2020-04-20
141,b,a,e,2014-03-26
9263c,a,e,g,2017-01-08
8392,c,e,h,2013-06-25
665c,b,f,d,2012-11-05
11645c,c,e,h,2022-11-30
3564c,a,c,b,2017-05-05
494,g,b,f,2020-12-25
6735,j,j,f,2022-12-22
4690c,d,e,h,2020-03-25
11546c,g,b,a,2020-08-21
2617,f,h,j,2015-12-25
6767,d,b,f,2019-12-30
6947c,g,g,f,2019-09-13
7700c,a,j,h,2022-06-11
10163c,d,c,h,2011-01-15
1634,d,a,f,2018-01-01
5845c,g,h,d,2016-12-06
13511c,g,d,j,2018-11-03
3113c,i,g,i,2021-07-09
8794,i,h,g,2019-09-21
1349,j,d,a,2021-06-23
8498c,b,h,e,2015-09-29
13666c,b,c,e,2017-04-03
11151c,b,i,e,2019-08-08
12836c,b,c,i,2012-10-15
941,h,b,b,2014-07-14
4951,i,j,a,2011-08-02
658,g,b,j,2010-12-26
10156c,a,i,d,2022-09-09
2755c,h,i,a,2022-09-17
11723c,i,f,a,2018-05-04
14232c,b,i,h,2019-12-17
11992c,i,f,b,2017-12-09
3866c,b,c,h,2010-04-08
701,c,d,c,2018-08-22
815,b,i,g,2015-07-10
14441c,a,b,h,2014-03-27
4804,c,f,e,2014-06-15
8184,d,i,d,2015-09-11
4416c,b,f,i,2010-07-12
935,j,a,j,2011-06-10
3547,e,e,i,2013-04-26
4325,i,b,b,2013-10-10
11941c,c,g,b,2020-03-31
10373c,g,g,a,2021-01-18
12674c,i,j,b,2014-03-27
14850c,e,j,g,2020-09-30
3765c,g,j,c,2018-06-13
1969c,g,f,b,2019-05-19
14818c,c,d,e,2019-02-20
3321c,e,g,h,2015-06-19
493c,e,j,d,2022-05-20
9747c,i,h,f,2018-04-17
9686,b,d,b,2018-06-12
13619c,j,f,c,2021-07-18
10480c,d,j,h,2011-03-24
12501c,f,d,a,2010-10-13
4134c,g,g,h,2011-09-25
11341c,c,c,c,2020-11-01
14562c,j,e,h,2013-12-27
9131c,d,d,f,2011-11-24
2537,f,c,e,2017-04-15
8842c,j,b,g,2013-08-31
4991,d,h,c,2013-09-03
6824c,b,j,e,2011-06-07
8255,h,g,d,2020-08-25
14820c,c,a,d,2018-08-21
14772c,i,e,f,2012-05-26
5586,f,h,g,2019-09-18
800,i,i,b,2014-07-31
4145,h,d,g,2020-07-10
7542,a,a,g,2012-07-18
8636,h,g,h,2012-10-19
1350,d,g,d,2019-01-20
5881,a,e,d,2014-06-07
6159,c,e,e,2018-05-19
8096,h,c,c,2019-09-11
1755,c,h,a,2020-05-04
6159c,j,a,f,2019-06-21
3115c,a,j,c,2011-10-24
8537,h,h,e,2013-09-07
8290c,e,d,a,2011-11-06
2499c,h,j,e,2016-03-03
11470c,e,j,d,2013-08-03
8257,b,a,a,2015-11-24
5841,d,g,e,2012-01-14
7467c,f,c,h,2021-04-16
8753c,d,a,a,2022-03-22
9382c,b,i,b,2019-03-19
772c,i,g,f,2015-06-16
1353,j,h,a,2022-10-18
4815,d,d,j,2017-02-20
3704,i,j,f,2011-06-07
46,g,j,d,2011-06-25
5684c,d,c,f,2018-08-09
8367,f,c,f,2014-04-20
12575c,j,e,i,2013-12-11
11498c,c,f,f,2012-04-28
3721,h,g,b,2016-08-02
2026c,e,b,g,2015-07-10
988,d,e,e,2017-01-17
14364c,f,b,b,2017-07-18
13103c,d,j,i,2012-03-12
8275,i,h,e,2020-06-22
14356c,b,a,a,2019-02-18
703c,e,g,i,2016-10-27
10012c,j,i,g,2011-12-30
7107c,e,h,h,2017-02-24
1682c,f,b,d,2013-11-24
6327,a,e,f,2010-12-20
5944,j,i,j,2018-03-08
13734c,a,i,b,2015-11-22
8999,f,i,f,2021-08-29
9329c,i,c,g,2013-09-07
5239,j,c,d,2011-08-30
2419,h,h,c,2022-09-14
8602c,e,e,j,2020-06-04
6151,e,a,h,2020-10-31
3431c,i,d,a,2015-11-03
486,b,j,j,2016-02-22
379,j,d,g,2017-07-03
8261c,h,i,h,2017-09-01
6932c,h,i,h,2018-08-21
14674c,j,h,h,2013-05-15
6542c,a,e,a,2022-11-28
396,a,a,d,2015-12-08
7217,j,i,j,2017-11-26
6966c,i,c,h,2021-03-15
5039,d,g,d,2021-04-29
1818c,e,b,d,2012-01-15
11793c,i,e,c,2017-07-19
10991c,d,f,j,2022-04-23
14281c,j,d,i,2011-11-16
10007c,d,g,i,2013-10-18
4823c,h,h,f,2017-04-18
9221c,d,h,b,2022-10-07
3493c,g,d,g,2011-01-30
5853c,c,h,j,2010-12-10
30,a,h,e,2017-04-05
11203c,b,h,d,2015-07-31
8687c,b,g,b,2013-03-23
10092c,i,i,c,2022-11-10
1841c,b,g,j,2018-07-20
4602,j,f,j,2011-11-26
73c,i,b,i,2016-07-16
9313c,h,a,j,2022-06-18
10072c,c,h,a,2012-05-13
7897,e,a,d,2013-01-16
7694,j,j,d,2012-06-11
8907,i,d,i,2019-04-26
7212c,f,c,d,2012-06-13
3388,c,i,e,2014-10-12
14372c,e,j,j,2010-12-25
2094,f,g,e,2014-09-04
14401c,e,f,b,2014-11-28
11676c,i,b,a,2021-03-26
12778c,g,c,f,2012-01-02
8993c,a,f,b,2010-08-11
2378c,h,j,j,2017-12-21
11037c,j,i,h,2014-03-17
3883,j,e,e,2020-08-26
2457,i,f,g,2012-11-28
4347,h,a,g,2015-05-16
808c,c,e,e,2022-03-29
12715c,f,c,g,2012-05-11
1287,c,i,j,2022-09-29
10098c,j,i,e,2018-04-28
7447,j,h,e,2012-08-15
16c,c,b,b,2015-07-28
5068,h,f,g,2012-04-08
9364,e,b,h,2011-11-19
10650c,h,e,b,2011-08-15
11756c,c,c,i,2016-11-22
4218c,j,e,j,2015-12-05
2291c,a,a,i,2019-10-16
9782c,f,d,e,2011-11-14
8674c,j,e,a,2018-04-29
11435c,h,c,h,2011-06-15
4016,b,i,g,2013-11-03
8000,d,i,c,2016-07-04
1171c,b,g,d,2022-09-04
4241c,d,h,h,2019-06-29
8912c,g,c,g,2021-08-08
5559c,a,e,g,2022-10-16
5843,e,c,j,2016-04-29
6880,d,f,e,2022-03-11
14984c,e,a,f,2020-11-02
13929c,d,h,f,2022-08-11
4733c,b,d,e,2021-08-12
4806,a,g,j,2014-06-07
10089c,i,j,d,2019-04-18
3908,j,i,h,2013-05-18
11218c,h,c,e,2013-03-04
4827c,e,a,i,2013-07-19
14232c,c,j,f,2022-10-08
148c,j,g,c,2022-05-14
6847,d,a,h,2016-02-17
1244c,a,e,a,2010-09-09
48,g,d,d,2022-11-30
1970c,e,f,g,2012-01-30
5258,h,c,g,2021-05-02
10601c,d,j,i,2016-03-19
7343,a,c,c,2010-05-17
1072c,f,a,b,2020-03-06
9497c,j,j,g,2018-01-03
8077c,a,i,d,2020-09-03
5572,e,e,g,2018-09-24
7384c,f,g,a,2015-06-28
5439c,d,i,j,2022-06-02
8586c,a,b,a,2019-11-25
3047c,j,b,a,2022-02-11
6964,g,h,a,2022-02-16
273c,d,j,b,2018-12-22
8804c,b,h,h,2018-08-14
210,i,i,e,2012-04-08
10313c,b,e,g,2016-04-09
9671,f,i,e,2013-06-21
7634c,h,h,c,2013-11-06
5907,h,e,d,2022-11-16
13270c,i,g,i,2017-07-05
5657c,j,b,i,2018-08-25
1558,d,j,a,2018-06-05
7189c,e,j,i,2022-07-17
2944,i,j,g,2019-12-02
10171c,f,g,h,2011-05-30
13416c,g,j,b,2018-01-08
4503,b,i,h,2018-04-15
13385c,f,d,e,2016-05-02
9763,i,j,g,2010-10-04
8382,i,b,c,2021-12-27
2696,h,j,d,2019-02-20
10709c,a,g,b,2022-09-03
1877,f,f,c,2014-07-03
2570,h,g,c,2011-05-10
3144c,g,e,b,2011-08-21
8032,d,i,e,2013-10-20
2039c,i,a,i,2019-12-19
1012,j,i,g,2021-09-01
6709c,g,e,j,2011-12-24
1752c,i,a,a,2022-06-18
4843c,d,j,g,2017-12-19
5749c,c,d,e,2015-03-10
2950,b,e,g,2013-03-26
1630c,e,e,e,2012-04-05
6942,c,a,b,2022-10-09
10094c,h,e,e,2016-02-03
3097c,i,a,i,2013-05-10
7327c,c,j,e,2017-09-10
529,c,c,b,2020-11-21
7390c,j,d,c,2010-10-29
11500c,j,c,c,2021-11-16
2559,j,h,j,2014-01-30
7266c,j,b,e,2019-04-28
4040c,h,h,c,2018-03-31
2040c,d,g,j,2017-02-05
76,c,a,d,2018-12-15
6238,h,b,h,2020-04-27
4635c,e,c,b,2016-06-29
7065,g,i,c,2015-04-20
11323c,b,e,d,2016-11-13
4508c,h,b,f,2013-04-07
10630c,j,g,j,2016-08-12
7951,f,a,b,2012-06-01
5570,i,b,b,2016-01-27
1291c,a,e,f,2015-09-02
9644,h,f,j,2020-07-19
8152,h,c,h,2020-03-29
6304,h,b,c,2014-12-19
1547,a,g,g,2014-12-17
14965c,f,h,c,2018-11-09
7832c,c,g,i,2011-04-19
2435c,f,j,d,2021-10-10
1628,a,d,j,2017-05-10
9048,d,a,j,2015-09-21
1362c,d,e,h,2014-02-19
12684c,e,h,f,2012-12-09
4861,b,i,a,2012-10-10
4335c,c,f,h,2021-07-14
8673,j,i,g,2018-05-03
8095c,d,b,b,2021-06-21
9458c,f,c,f,2014-09-14
3457,h,j,i,2016-06-30
2317c,i,c,e,2019-02-23
3502,h,c,b,2017-06-24
13945c,j,j,a,2018-06-29
11637c,b,b,c,2019-02-22
2313,e,h,b,2021-11-25
3786,j,d,h,2013-02-25
6323c,e,a,d,2014-04-28
3886,f,i,f,2014-09-08
8406,a,c,d,2011-08-26
6021c,c,h,e,2014-01-19
198c,j,b,c,2011-08-26
3439c,d,f,d,2022-05-06
760c,a,f,h,2013-03-22
10911c,g,a,b,2012-05-06
4082c,i,c,h,2013-08-18
5780c,d,h,d,2010-11-16
6314c,b,c,h,2019-06-14
4623,d,b,e,2017-06-17
3585,h,d,h,2020-07-25
9676c,h,c,h,2010-06-09
5243,a,f,i,2021-10-29
4384c,h,h,h,2019-10-06
7607c,i,d,h,2022-07-08
14285c,g,d,i,2014-01-07
10512c,b,f,a,2015-09-11
6068c,a,i,d,2011-11-13
4128c,h,c,a,2017-08-02
6581,j,j,f,2021-01-23
6555c,a,j,i,2018-10-03
3389c,c,j,f,2021-10-04
313c,b,j,f,2012-12-26
3557,g,h,a,2021-01-29
2437,i,c,g,2017-12-04
11056c,j,g,i,2018-04-25
1398,b,d,d,2021-03-07
3370,d,b,d,2018-11-20
4991c,a,e,b,2012-01-14
8577,f,e,g,2010-11-08
1544,h,f,h,2010-07-28
9347,b,h,h,2011-11-11
4997c,c,j,a,2013-11-08
13389c,a,c,a,2014-03-04
14593c,a,e,f,2015-07-21
8766c,a,j,d,2021-05-05
7079,c,g,h,2011-12-19
5939c,h,c,i,2015-09-18
81c,a,e,i,2014-07-15
2764c,h,e,g,2019-08-06
14938c,a,d,b,2014-03-22
6980,i,g,b,2019-11-16
223c,d,g,i,2011-02-25
3853,a,b,j,2015-09-12
5920,g,f,i,2019-09-23
8280c,h,b,b,2018-09-09
13860c,f,j,f,2013-11-07
13718c,c,h,b,2018-07-12
9670,h,d,g,2014-10-30
9531c,f,e,j,2011-12-11
2936,d,a,e,2017-03-03
12786c,f,d,a,2014-07-26
1702c,b,d,b,2010-06-16
6097,e,f,c,2012-05-31
5544,e,a,h,2010-11-08
4374,f,j,f,2017-06-10
678,g,e,j,2010-09-05
878,e,a,b,2019-12-09
13371c,c,h,g,2016-04-14
13332c,c,f,d,2017-11-09
9454c,a,j,c,2022-06-26
7322c,j,g,g,2021-09-28
9598,e,b,b,2022-01-31
1643c,f,d,j,2014-11-23
10183c,i,h,d,2022-02-01
3125,e,g,c,2010-12-22
678c,e,g,b,2012-10-29
1228c,d,d,e,2014-05-26
2574,i,g,b,2013-12-26
14392c,b,c,c,2015-12-17
7877,b,c,c,2019-01-22
2372c,g,a,h,2015-12-10
9421,j,c,c,2017-08-31
8976,f,c,c,2017-07-09
6071,e,h,c,2016-11-26
8547c,e,d,c,2017-09-28
5086c,d,i,c,2020-04-12
741c,i,i,f,2020-06-12
9572c,j,d,e,2021-07-22
7173c,d,i,e,2019-05-26
4054c,i,d,j,2019-10-21
4496,h,f,a,2021-12-09
7462,c,b,b,2013-01-09
7557,j,i,d,2020-04-19
760,a,g,d,2016-05-21
4135c,e,b,g,2022-04-20
3467c,g,j,h,2020-10-31
7885,b,h,c,2022-06-02
4908c,f,a,i,2012-06-03
7498,a,d,c,2017-11-27
7864,i,a,c,2019-09-01
1662,e,g,e,2016-11-09
8960c,f,c,c,2018-05-16
9917,i,d,g,2013-11-12
8864c,g,b,b,2013-12-23
171c,g,d,c,2011-09-17
2302c,a,a,e,2010-08-26
5559,j,d,j,2014-03-03
9573,b,g,i,2019-04-20
752c,b,b,a,2020-01-12
9455c,g,d,g,2022-07-09
2257,g,f,e,2016-06-22
26c,i,e,h,2022-01-28
3550c,b,b,i,2021-03-29
12617c,d,b,i,2017-03-01
2014,f,c,e,2013-07-06
1759c,f,j,i,2012-06-11
5609c,h,g,a,2011-12-16
10382c,f,g,b,2013-09-11
13168c,a,h,c,2010-06-14
2243,c,d,d,2014-04-25
7653,c,e,e,2010-02-28
2c,d,c,b,2018-04-09
14202c,d,c,f,2018-09-02
7733c,i,f,b,2010-05-24
1551,h,g,h,2014-05-18
6896,a,j,j,2018-06-24
123c,i,d,i,2022-02-18
10507c,c,a,g,2012-12-15
4627c,i,c,a,2010-11-08
1367c,j,c,f,2021-06-11
8018,j,h,d,2017-11-04
12637c,i,e,h,2020-11-15
3946c,c,i,c,2022-11-25
4368c,f,g,c,2017-01-10
7123,c,i,h,2022-12-04
13729c,j,h,j,2016-02-06
3541c,h,h,c,2020-01-23
2424c,e,c,j,2011-01-01
2613,d,c,a,2013-08-18
2001,e,h,a,2014-04-03
4202,d,h,j,2021-02-09
7104,h,b,d,2021-03-25
8717,h,j,a,2016-10-05
6946,a,c,g,2010-07-05
8161,h,h,e,2011-08-26
9516c,i,h,c,2016-08-17
737c,g,i,g,2019-03-24
905c,a,h,c,2013-02-21
8535c,a,d,c,2018-01-19
4160,a,j,b,2018-02-18
12622c,i,c,e,2010-11-11
6317c,b,f,f,2015-08-07
5872c,i,d,b,2020-03-13
6756,h,e,b,2017-09-17
4216,b,i,i,2010-11-19
4503c,b,j,b,2015-12-13
7159,b,h,f,2017-03-03
14722c,e,d,b,2011-11-04
7789,j,f,g,2013-11-20
